WORD,ROOT
استنساخ,نسخ
استيراد,ورد
اسطوانة,
اسقاط,سقط
اشعار,شعر
اصدارات,صدر
اصطلاحية,صلح
اصطناعي,صنع
اصطناعية,صنع
اطار,اطر
اعادة,عود
اعتيادي,عود
اعداد,عد
اعرض,عرض
اقتباس,قبس
اقتراح,قرح
اقتران,قرن
اقتصاص,قص
اقلاع,قلع
اقليم,اقلم
اقليمية,اقلم
اكتساب,كسب
اكتشاف,كشف
الآلات,اول
الآلة,اول
الآلي,اول
الأبحار,بحر
الأبعاد,بعد
الأبكر,بكر
الأجزاء,جزأ
الأحجام,حجم
الأحداث,حدث
الأحرف,حرف
الأحياء,حيو
الأخبار,خبر
الأخطاء,خطى
الأخلاق,خلق
الأداء,ادي
الأدنى,دنو
الأدوات,ادو
الأرقام,رقم
الأساس,اسّ
الأساسي,اسّ
الأسبوع,سبع
الأسلوب,سلب
الأشغال,شغل
الأشكال,شكل
الأَصْل,اصل
الأصل,اصل
الأصليّة,اصل
الأضلاع,ضلع
الأَضْلاع,ضلع
الأعداد,عد
الأعظم,عظم
الأعلى,علو
الأعمال,عمل
الأفقي,افق
الأقراص,قرص
الأقصى,قصو
الأقواس,قوس
الألعاب,لعب
الألفية,الف
الألوان,لون
الألياف,ليف
الأمام,ام
الأمثل,مثل
الأمثلة,مثل
الأنظمة,نظم
الأهداف,هدف
الأوامر,امر
الأول,اول
الأولوية,اول
الأولية,اول
الإبدال,بدل
الإجابة,جوب
الإجراء,جرى
الإخراج,خرج
الإدخال,دخل
الإدراج,درج
الإرسال,رسل
الإزاحة,زيح
الإشارات,شور
الإصدارات,صدر
الإطار,اطر
الإطارات,اطر
الإعدادات,عد
الإقحام,قحم
الإقلاع,قلع
الإلكترونات,
الإملاء,ملأ
الإنترنت,
الإنجاز,نجز
الابتدائي,بدء
الاتجاه,وجه
الاتصال,وصل
الاختصار,خصر
الارتباط,ربط
الاستجابة,جوب
الاستخدام,خدم
الاستفهام,فهم
الاستقرار,قر
الاسم,سمى
الاصابة,صوب
الاقسام,قسم
الاقصر,قصر
الاقلاع,قلع
الالكتروني,
الالكترونية,
الاموال,مول
الانترنت,
الانحراف,حرف
الانظمة,نظم
الاول,اول
الباطن,بطن
البحث,بحث
البدء,بدء
البداية,بدء
البديهية,بده
البرامج,
البرتغالية,
البرمجيات,برمج
البرنامج,
البريد,برد
البلد,بلد
البوصة,
البولندية,
البيانات,بين
التأدية,ادي
التأشير,اشر
التأكد,اكد
التالي,تلو
التبليغ,بلغ
التتابع,تبع
التثبيت,ثبت
التجارة,تجر
التحجيم,حجم
التحديث,حدث
التحديد,حد
التحقق,حق
التحميل,حمل
التحول,حول
التخزين,خزن
التخطيط,خط
التدفق,دفق
التراجع,رجع
التربوي,ربو
الترتيب,رتب
الترخيص,رخص
الترويسة,روس
التزاوج,زوج
التسجيل,سجل
التشغيل,شغل
التصحيح,صح
التصليح,صلح
التصنيع,صنع
التطابق,طبق
التطبّيع,طبع
التطبيق,طبق
التطبيقات,طبق
التطوير,طور
التعامل,عمل
التعاونيً,عون
التعجّب,عجب
التعرف,عرف
التعريف,عرف
التعليق,علق
التعليمات,علم
التعمية,عمى
التغيير,غير
التفاف,لف
التفرّع,فرع
التقاط,لقط
التقدم,قدم
التقرير,قر
التكافؤ,كفأ
التكرار,كر
التلال,
التمرير,مر
التناسخ,نسخ
التنبيه,نبه
التّنبيه,نبه
التنزيلات,نزل
التنفيذ,نفذ
التواء,لوى
التواجد,وجد
التوافق,وفق
التوثيق,وثق
التوجيه,وجه
التوزيع,وزع
التوسع,وسع
التوصيلات,وصل
التوقيف,وقف
الثاني,ثني
الثانية,ثني
الثمانون,ثمن
الجارية,جرى
الجذر,جذر
الجذري,جذر
الجريان,جرى
الجزء,جزأ
الجسر,جسر
الجلسة,جلس
الجملة,جمل
الجنوبي,جنب
الجنيه,
الجهاز,جهز
الجودة,جود
الجيل,جيل
الحاسوب,حسب
الحالي,حول
الحالية,حول
الحرّة,حر
الحرف,حرف
الحركة,حرك
الحروف,حرف
الحزم,حزم
الحزمة,حزم
الحساب,حسب
الحسابات,حسب
الحط,حط
الحقل,حقل
الحقوق,حق
الحقول,حقل
الحقيبة,حقب
الحلً,حل
الحِمل,حمل
الحيوانات,حيو
الخادم,خدم
الخارج,خرج
الخدمات,خدم
الخدمة,خدم
الخردة,
الخط,خط
الخطأ,خطى
الخطوط,خط
الخلايا,خلو
الخلف,خلف
الخلفية,خلف
الخلوص,خلص
الداخل,دخل
الدرجة,درج
الدُفعات,دفع
الدفق,دفق
الدفينة,دفن
الدقيقة,دق
الدليل,دل
الدورية,دور
الذاتي,ذوت
الذاتية,ذوت
الذاكرة,ذكر
الذهب,ذهب
الرأس,رأس
الرئيسي,رأس
الرابع,ربع
الرادار,
الرتبة,رتب
الرزمة,رزم
الرسائل,رسل
الرسالة,رسل
الرسم,رسم
الرطل,رطل
الرقعات,رقع
الرقم,رقم
الرقمية,رقم
الرمادي,رمد
الرمزي,رمز
الرمزية,رمز
الرموز,رمز
الروتين,
الزبون,زبن
الزلق,زلق
الزوجية,زوج
السابق,سبق
السابقة,سبق
السجل,سجل
السحري,سحر
السر,سر
السرعة,سرع
السطر,سطر
السّطور,سطر
السطوع,سطع
السعي,سعى
السنسكريتية,
السواقة,سوق
السويد,
السويدية,
السياق,سوق
الشاشة,شوش
الشبكات,شبك
الشبكة,شبك
الشخصي,شخص
الشركة,شرك
الشّفافيّة,شف
الشفافية,شف
الشكل,شكل
الشمال,شمل
الصادر,صدر
الصاروخ,صرخ
الصحيح,صح
الصدى,صدى
الصفحات,صفح
الصفحة,صفح
الصلاحية,صلح
الصِوان,صون
الصوت,صوت
الصوتية,صوت
الصور,صور
الصورة,صور
الضرورة,ضر
الضمان,ضمن
الطاقة,طوق
الطباعة,طبع
الطبقة,طبق
الطرفين,طرف
الظاهري,ظهر
الظاهرية,ظهر
العائمة,عوم
العالم,علم
العبور,عبر
العدً,عد
العرض,عرض
العَرض,عرض
العشري,عشر
العضوية,عضو
العطب,عطب
العلامة,علم
العلل,عل
العمل,عمل
العمومي,عم
العميل,عمل
العنصر,عنصر
العنوان,عنون
الغابة,غيب
الفأرة,فأر
الفاصلة,فصل
الفحص,فحص
الفراغ,فرغ
الفرعي,فرع
الفرعية,فرع
الفشل,فشل
الفضاء,فضو
الفعال,فعل
الفكرية,فكر
الفيديو,
الفيليبين,
القائمة,قوم
القابلة,قبل
القاسم,قسم
القاسية,قسو
القبول,قبل
القدرة,قدر
القرار,قر
القرارات,قر
القرص,قرص
القُرفصاء,قرفص
القسيمة,قسم
القصً,قص
القطاع,قطع
القطب,قطب
القفل,قفل
القوائم,قوم
القياس,قيس
القيمة,قوم
الكتابة,كتب
الكتروني,
الكثافة,كثف
الكلام,كلم
الكلمات,كلم
الكمبيوتر,
الكومة,كوم
اللّب,لب
اللُّجُوءُ,لجأ
اللغات,لغو
اللغة,لغو
اللقب,لقب
اللوحة,لوح
اللون,لون
المؤقت,اقت
المتبقّي,بقى
المتبقية,بقى
المتري,
المتعددة,عد
المتقدمة,قدم
المتقطعة,قطع
المتكامل,كمل
المتوازية,وزى
المتورطة,ورط
المثلّثة,ثلث
المجال,جول
المجلد,جلد
المجلّد,جلد
المجموع,جمع
المجموعات,جمع
المحتوى,حوى
المحرر,حر
المحلّية,حل
المحور,حور
المداخل,دخل
المذكرة,ذكر
المراجع,رجع
المربّعة,ربع
المرتقب,رقب
المرشح,رشح
المركزية,ركز
المرنة,مرن
المساحة,مسح
المساعدة,سعد
المسافات,سوف
المستخدم,خدم
المستخدمين,خدم
المستقبل,قبل
المستقبلي,قبل
المستندات,سند
المستوى,سوى
المسح,مسح
المشترك,شرك
المشرف,شرف
المشكل,شكل
المصدر,صدر
المضيف,ضيف
المضيفين,ضيف
المطلب,طلب
المعادلة,عدل
المعالج,علج
المعالجة,علج
المعاملة,عمل
المعرفة,عرف
المعطيات,عطى
المعلومات,علم
المفاتيح,فتح
المفتاح,فتح
المفتوحة,فتح
المفصل,فصل
المقاطعة,قطع
المكان,كون
المكتب,كتب
المكونات,كون
الملف,لف
الملفات,لف
الملكية,ملك
الملموس,لمس
الملموسة,لمس
الممتلكات,ملك
المنافذ,نفذ
المنزل,نزل
المنزلق,زلق
المنصات,نص
المنضدة,نضد
المنطق,نطق
المنظر,نظر
المنفذ,نفذ
المهام,هم
المهلة,مهل
المهمات,هم
المهمة,هم
الموارد,ورد
الموازاة,وزى
المواصفات,وصف
المواضيع,وضع
المواقع,وقع
الموجودة,وجد
المورد,ورد
الموزعة,وزع
الموصول,وصل
الموضوع,وضع
الموعد,وعد
الموقع,وقع
الميدى,ميد
الميزات,ميز
النار,نور
النافذة,نفذ
الناقل,نقل
النبضات,نبض
النسخ,نسخ
النشاط,نشط
النشر,نشر
النشرات,نشر
النطاق,نطق
النظام,نظم
النفاذ,نفذ
النقاش,نقش
النقاط,نقط
النقطة,نقط
النقل,نقل
النكل,نكل
النمط,نمط
النهاية,نهو
النواة,نوى
النوافذ,نفذ
النوع,نوع
الهجين,هجن
الهدف,هدف
الهندية,
الهوية,
الوارد,ورد
الواقعي,وقع
الوجود,وجد
الوحدة,وحد
الوحيد,وحد
الوردة,ورد
الوزن,وزن
الوسائط,وسط
الوصف,وصف
الوصل,وصل
الوصول,وصل
الوظيفية,وظف
الوقائي,وقى
الوقت,وقت
الولوج,ولج
الياف,ليف
اليوم,يوم
اليومية,يوم
امتداد,مد
امتياز,ميز
اموال,مول
انتحارية,نحر
انتشار,نشر
انتظار,نظر
انتقاء,نقو
انتهت,نهو
انحراف,حرف
انسانية,انس
انصهار,صهر
انضباط,ضبط
انضمام,ضم
انضمامي,ضم
انطباع,طبع
انقسام,قسم
انقطاع,قطع
انهاء,نهو
انهيار,هور
ايقاف,وقف
ايقونة,
ايلول,
بؤرة,بأر
بائع,بيع
بارع,برع
باطني,بطن
باطنية,بطن
باعث,بعث
باقٍ,بقى
بالاتصال,وصل
بالاسم,سمى
بالحاجة,حوج
بالحاسوب,حسب
بالدفعات,دفع
بالسياق,سوق
بالعالم,علم
بالعرض,عرض
بالعمق,عمق
بالقوة,قوى
بالقيمة,قوم
باللمس,لمس
بالمئة,
بالمرجع,رجع
بالمظاهر,ظهر
بالمفاتيح,فتح
بالمفتاح,فتح
بالملفات,لف
بالمواصلة,وصل
بالنفاذ,نفذ
بالوعة,بلع
باليد,يد
بِت,بيت
بتكرار,كر
بتّي,بت
بث,بث
بحث,بحث
بدء,بدء
بداهة,بده
بديل,بدل
بديهي,بده
بديهية,بده
بذاته,ذوت
بذيء,بذء
برامج,
برتغال,
برتقالي,
برمجة,برمج
برمجيات,برمج
برمجية,برمج
برنامج,
برهة,
بريء,برء
بريد,برد
بريدي,برد
بريدية,برد
بَسْطٌ,بسط
بسيط,بسط
بشكل,شكل
بصر,بصر
بطارية,
بطيء,بطء
بطيئة,بطء
بُعد,بعد
بفواصل,فصل
بكِبر,كبر
بكسل,كسل
بنتيجة,نتج
بنوي,بن
بنوية,بن
بُنية,بنى
بوابة,بوب
بود,ود
بوصة,
بيئة,بوء
بيئيات,بوء
بيان,بين
بيانات,بين
بياني,بين
بيرل,
بيع,بيع
بيولوجيا,
تأثر,اثر
تأثير,اثر
تأجج,اج
تأخير,اخر
تأسيس,اسّ
تأشير,اشر
تأكُّد,اكد
تأكيد,اكد
تأليف,الف
تأويل,اول
تابع,تبع
تابعية,تبع
تاريخ,ارخ
تبادل,بدل
تَبَاطُؤ,بطء
تباعد,بعد
تباعدي,بعد
تباين,بين
تبدُّد,بد
تبديل,بدل
تبديلي,بدل
تبعية,تبع
تبليغ,بلغ
تتابع,تبع
تتبع,تبع
تثبيت,ثبت
تثمين,ثمن
تثنية,ثني
تجادل,جدل
تجاهل,جهل
تجاور,جور
تجاوز,جوز
تجربة,جرب
تجريد,جرد
تَجريد,جرد
تجزئة,جزأ
تجسس,جس
تجميد,جمد
تجميع,جمع
تجنيب,جنب
تجهيزات,جهز
تحايل,حيل
تحبب,حب
تحتيّة,تحت
تحجيم,حجم
تحديث,حدث
تحديد,حد
تحرير,حر
تحصيل,حصل
تحضير,حضر
تحضيرية,حضر
تحقق,حق
تحقيق,حق
تحليل,حل
تحميل,حمل
تحول,حول
تحويل,حول
تحويلة,حول
تخصص,خص
تخصيص,خص
تخطى,خطو
تخطيط,خط
تخطيطي,خط
تخفيض,خفض
تخفيف,خف
تدابير,دبر
تداخل,دخل
تدبير,دبر
تدعيم,دعم
تدفّق,دفق
تدفق,دفق
تدقيق,دق
تدمير,دمر
تدويل,دول
تذكُري,ذكر
تذكير,ذكر
تذكيري,ذكر
تذييل,ذيل
ترابطي,ربط
تراثية,ورث
تراجع,رجع
تراكب,ركب
تراكمي,ركم
تربوي,ربو
تربيع,ربع
تربيعي,ربع
ترتيب,رتب
ترجمة,ترجم
ترحيب,رحب
ترخيص,رخص
تردد,رد
ترددي,رد
ترديد,رد
ترشيح,رشح
ترقية,رقى
ترقيع,رقع
ترقيم,رقم
تركيب,ركب
تركيبي,ركب
تركيز,ركز
ترويسة,روس
تزامن,زمن
تزامني,زمن
تزايد,زيد
تزايدي,زيد
تزويد,زود
تساءل,سأل
تسامتي,سمت
تسجيل,سجل
تسجيلات,سجل
تسرب,سرب
تسريب,سرب
تسطير,سطر
تسلسلي,سلسل
تسليم,سلم
تسنن,سن
تسنّن,سن
تسوية,سوى
تسيير,سير
تشبع,شبع
تشعب,شعب
تشغيل,شغل
تشغيلي,شغل
تشكيل,شكل
تصادم,صدم
تصادمات,صدم
تصاعد,صعد
تصاعدي,صعد
تصالب,صلب
تصحيح,صح
تصدير,صدر
تصريح,صرح
تصريف,صرف
تصغير,صغر
تصفّح,صفح
تصفح,صفح
تصفية,صفو
تصفير,صفر
تصليح,صلح
تصميم,صم
تصنيف,صنف
تصنيفات,صنف
تصوير,صور
تَصْيير,صير
تصيير,صير
تضاؤل,دؤل
تضارب,ضرب
تضاعف,ضعف
تضام,ضم
تضخم,ضخم
تضخيم,ضخم
تَضْلِيل,ضل
تضييق,ضيق
تطابق,طبق
تطبيق,طبق
تطبيقات,طبق
تطبيقي,طبق
تطلب,طلب
تطورية,طور
تطوير,طور
تطويع,طوع
تعارض,عرض
تعاقب,عقب
تعاقبيّة,عقب
تعامل,عمل
تعاون,عون
تعبير,عبر
تعبيري,عبر
تعداد,عد
تَعْداد,عد
تعدد,عد
تعددي,عد
تعددية,عد
تعديل,عدل
تعرّف,عرف
تعرف,عرف
تعريف,عرف
تعريفات,عرف
تعطيل,عطل
تعقّد,عقد
تعقد,عقد
تعقيد,عقد
تعلم,علم
تعليق,علق
تعليمات,علم
تعليمي,علم
تعمية,عمى
تعويذة,عوذ
تغطية,غطو
تغليف,غلف
تغيرات,غير
تغيير,غير
تفاصيل,فصل
تفاضلي,فضل
تفاعلي,فعل
تفاعلية,فعل
تفريغ,فرغ
تفسير,فسر
تفصيلي,فصل
تفضيل,فضل
تفضيلات,فضل
تفعيل,فعل
تَفَقُّد,فقد
تفكير,فكر
تقابل,قبل
تقادم,قدم
تقارير,قر
تقاطع,قطع
تقانة,تقن
تقدم,قدم
تقدير,قدر
تقريب,قرب
تقريباً,قرب
تقريبي,قرب
تقريبية,قرب
تقرير,قر
تقريرية,قر
تقسيم,قسم
تقصّص,قص
تقليدي,قلد
تقليص,قلص
تقليل,قل
تقنية,تقن
تقويم,قوم
تقييم,قيم
تكامل,كمل
تكبير,كبر
تكثيف,كثف
تكدس,كدس
تكرار,كر
تكراري,كر
تكرارية,كر
تكملة,كمل
تكوم,كوم
تكيفي,كيف
تكييف,كيف
تكييفي,كيف
تلاشي,لشى
تلاعب,لعب
تلفزيونيّة,
تلقائي,لقى
تلقيم,لقم
تماثلي,مثل
تماماً,تم
تمثيل,مثل
تمديد,مد
تمريرِ,مر
تمرير,مر
تمكين,مكن
تمهيد,مهد
تمهيدي,مهد
تمهيدية,مهد
تمييز,ميز
تنازع,نزع
تنازلي,نزل
تناسب,نسب
تناسبي,نسب
تناظري,نظر
تناقش,نقش
تناقصي,نقص
تناقض,نقض
تناوبي,نوب
تنزيل,نزل
تنسيق,نسق
تنشيط,نشط
تنظيف,نظف
تنظيم,نظم
تنفيذ,نفذ
تنفيذي,نفذ
تنقيح,نقح
تنقيص,نقص
تنكُر,نكر
تنويت,نوت
تنْويت,نوت
تَنويت,نوت
تنوير,نور
تهليل,هل
تهوية,هوى
تهيئة,هيأ
تواتر,وتر
توارث,ورث
توازن,وزن
توازي,وزى
تواصل,وصل
توافق,وفق
توافقي,وفق
توثيق,وثق
توجيه,وجه
توجيهي,وجه
توحيد,وحد
توزيع,وزع
توزيعي,وزع
توسعة,وسع
توسيع,وسع
توصيل,وصل
توصيلة,وصل
توضيح,وضح
توطيد,وطد
توفر,وفر
توفير,وفر
توقع,وقع
توقّع,وقع
توقف,وقف
توقيع,وقع
توقيف,وقف
توكيد,وكد
توليد,ولد
ثابتة,ثبت
ثالث,ثلث
ثانوي,ثني
ثانوية,ثني
ثاني,ثني
ثانية,ثني
ثبات,ثبت
ثخين,ثخن
ثغرة,ثغر
ثقب,ثقب
ثقة,وثق
ثِقَة,وثق
ثقيل,ثقل
ثماني,ثمن
ثمانية,ثمن
ثنائي,ثني
ثنائيّ,ثني
ثنائيا,ثني
ثنائيات,ثني
ثنائية,ثني
جادة,جد
جاذبية,جذد
جاسوس,جس
جاما,
جانب,جنب
جانبي,جنب
جانت,جنى
جاهز,جهز
جبري,جبر
جبرية,جبر
جتا,
جداء,جدو
جدار,جدر
جدول,جدول
جدولة,جدول
جديد,جد
جديدة,جد
جذر,جذر
جذري,جذر
جذرية,جذر
جر,جر
جرس,جرس
جريان,جرى
جَرَيان,جرى
جريدة,جرد
جزئي,جزأ
جزئية,جزأ
جزيئية,جزأ
جسّ,جس
جسر,جسر
جَسر,جسر
جسم,جسم
جُسَيم,جسم
جغرافي,
جلب,جلب
جَلْب,جلب
جلسة,جلس
جلوس,جلس
جماعي,جمع
جمع,جمع
جملة,جمل
جنون,جن
جهاز,جهز
جهة,وجه
جهد,جهد
جودة,جود
جيل,جيل
حارس,حرس
حاسب,حسب
حاسبة,حسب
حاسوب,حسب
حاسوبي,حسب
حاسوبية,حسب
حاشية,حشو
حافظة,حفظ
حافلة,حفل
حالّ,حول
حالة,حول
حالي,حول
حامل,حمل
حاملة,حمل
حاول,حول
حاوية,حوى
حبً,حب
حب,حب
حبر,حبر
حجاب,حجب
حجم,حجم
حد,حد
حدّ,حد
حدث,حدث
حَدسي,حدس
حدوث,حدث
حدودي,حد
حدودية,حد
حديث,حدث
حديقة,حدق
حذف,حذف
حُر,حر
حر,حر
حرً,حر
حرارة,حر
حرة,حر
حرج,حرج
حرِج,حرج
حرد,حرد
حرف,حرف
حرفي,حرف
حركة,حرك
حركي,حرك
حروف,حرف
حزمة,حزم
حساب,حسب
حساس,حس
حسم,حسم
حشد,حشد
حشرة,حشر
حصّة,حص
حصول,حصل
حط,حط
حظر,حظر
حفظ,حفظ
حقل,حقل
حَقْن,حقن
حقوق,حق
حقوقيات,حق
حقول,حقل
حقيبة,حقب
حقيقي,حق
حقيقياً,حق
حقيقية,حق
حكم,حكم
حل,حل
حلّ,حل
حلبة,حلب
حلقة,حلق
حلقت,حلق
حلقية,حلق
حلَّل,حل
حلمة,حلم
حلوى,حلنج
حماية,حمى
حمل,حمل
حِمْل,حمل
حوار,حور
حواشي,حشو
حوامل,حمل
حوض,حوض
حول,حول
حوم,حوم
حَوَى,حوى
حيً,حيو
حي,حيو
حياة,حيو
حيرة,حير
حيز,حيز
خابية,خبأ
خادم,خدم
خارج,خرج
خارجة,خرج
خارجية,خرج
خارجيّة,خرج
خارطة,خرط
خاص,خص
خاصة,خص
خاصيات,خص
خاصية,خص
خاضع,خدع
خالية,خلو
خامل,خمل
خانات,
خانة,
خِبْرة,خبر
خبيثة,خبث
خبير,خبر
ختام,ختم
ختم,ختم
خدمات,خدم
خدمة,خدم
خدمية,خدم
خرائط,خرط
خَرْج,خرج
خرْج,خرج
خرق,خرق
خروج,خرج
خريطة,خرط
خزن,خزن
خسارة,خسر
خشن,خشن
خصائص,خص
خصلة,خصل
خصلي,خصل
خصوصي,خص
خصوصية,خص
خط,خط
خطً,خط
خطأ,خطى
خطاط,خط
خطًاط,خط
خطاطة,خط
خُطَّة,خط
خطة,خط
خطوة,خطو
خطوط,خط
خطى,خطو
خطي,خط
خفوت,خفت
خفيف,خف
خفيفة,خف
خلاصة,خلص
خلاط,خلط
خلاف,خلف
خلال,خل
خلط,خلط
خلع,خلع
خلفي,خلف
خلفيا,خلف
خلفية,خلف
خلل,خل
خلوق,خلق
خلوي,خلو
خلوية,خلو
خلية,خلو
خيري,خير
دائرة,دور
دائم,دوم
داب,دوب
داخل,دخل
داخلة,دخل
داخلي,دخل
داخلية,دخل
دافع,دفع
دالة,دل
داليّة,دلو
دَخْل,دخل
دخْل,دخل
دخول,دخل
دِراية,درى
درجات,درج
درجة,درج
دردشة,دردش
دعم,دعم
دفتر,دفتر
دفع,دفع
دفعات,دفع
دُفعة,دفع
دفق,دفق
دقة,دق
دقيق,دق
دقيقة,دق
دلالة,دل
دليل,دل
دمج,دمج
دمية,
دهن,دهن
دوال,دلو
دوام,دوم
دودة,دود
دور,دور
دورات,دور
دوران,دور
دورة,دور
دوريً,دور
دوري,دور
دورية,دور
دولار,
دُوَلي,دول
دي,
ديناميكي,
ديناميكياً,
ديناميكية,
ذات,ذوت
ذاتي,ذوت
ذاتية,ذوت
ذاكرة,ذكر
ذَرَائِعيّ,ذرع
ذعر,ذعر
ذكاء,ذكى
ذكي,ذكى
ذو,
رأس,رأس
رأسي,رأس
رأسية,رأس
رأي,رأى
رؤية,رأى
رئاسة,رأس
رئيس,رأس
رئيسي,رأس
رئيسية,رأس
رائد,رود
رابط,ربط
راجع,رجع
راديو,
رباعي,ربع
ربح,ربح
ربط,ربط
ربْط,ربط
رتيب,رتب
رجوع,رجع
رخام,رخم
رد,رد
ردً,رد
رزم,رزم
رزمة,رزم
رسائل,رسل
رسالة,رسل
رسم,رسم
رسومي,رسم
رصّ,رص
رصاصة,رص
رصف,رصف
رطل,رطل
رفً,رف
رفض,رفض
رفع,رفع
رقابة,رقب
رقعة,رقع
رقم,رقم
رقْم,رقم
رقمي,رقم
رقمية,رقم
رقود,رقد
رُكام,ركم
ركام,ركم
رمادي,رمد
رمز,رمز
رمزية,رمز
رموز,رمز
روبوت,
رياضيّ,روض
رياضيات,روض
زائدة,زيد
زاحف,زحف
زاوية,زوى
زاوِيَة,زوى
زبون,زبن
زحام,زحم
زخرفي,زخرف
زر,زر
زرً,زر
زمرة,زمر
زمنية,زمن
زوج,زوج
زوجية,زوج
زيارة,زور
سابقة,سبق
ساحة,سوح
ساذج,سذج
ساعة,سوع
سبات,سبت
سببي,سب
سبقي,سبق
ست,ست
ستي,ست
سجل,سجل
سجلً,سجل
سحب,سحب
سحري,سحر
سحرية,سحر
سخام,سخم
سرّ,سر
سرعة,سرع
سرقة,سرق
سريع,سرع
سطح,سطح
سطر,سطر
سطور,سطر
سعة,وسع
سعي,سعى
سفلي,سفل
سقط,سقط
سكة,سك
سلالة,سل
سلام,سلم
سلامة,سلم
سلبي,سلب
سلّة,سل
سلسلة,سلسل
سِلكي,سلك
سليلة,سل
سليم,سلم
سماء,سمو
سماح,سمح
سِمة,وسم
سمعي,سمع
سنتيمتر,
سهل,سهل
سهم,سهم
سوق,سوق
سويسرا,
سي,يير
سياسة,سوس
سياسية,سوس
سياق,سوق
سيج,سيج
